attribute,action_taken,moderator_id,business_id,BizE_link,Admin_link,biz_country,source_type,source_via,time_created,time_acted,time_created_readable,time_acted_readable
AddBusiness,approve,3428,78323820,https://bize.admin.yelp.com/biz/78323820,https://admin.yelp.com/biz_edit/78323820,US,admin_user,admin_site,1684173223,1684173227,,
AddBusiness,approve,3428,78323819,https://bize.admin.yelp.com/biz/78323819,https://admin.yelp.com/biz_edit/78323819,US,admin_user,admin_site,1684173222,1684173227,,
AddBusiness,approve,3428,78323934,https://bize.admin.yelp.com/biz/78323934,https://admin.yelp.com/biz_edit/78323934,US,admin_user,admin_site,1684174889,1684174890,,
AddBusiness,approve,3428,78323932,https://bize.admin.yelp.com/biz/78323932,https://admin.yelp.com/biz_edit/78323932,US,admin_user,admin_site,1684174881,1684174883,,
AddBusiness,approve,3428,78323933,https://bize.admin.yelp.com/biz/78323933,https://admin.yelp.com/biz_edit/78323933,US,admin_user,admin_site,1684174888,1684174892,,
AddBusiness,approve,3428,78323935,https://bize.admin.yelp.com/biz/78323935,https://admin.yelp.com/biz_edit/78323935,US,admin_user,admin_site,1684174890,1684174891,,
AddBusiness,approve,17737,78324301,https://bize.admin.yelp.com/biz/78324301,https://admin.yelp.com/biz_edit/78324301,US,admin_user,admin_site,1684176455,1684176459,,
AddBusiness,approve,17737,78324314,https://bize.admin.yelp.com/biz/78324314,https://admin.yelp.com/biz_edit/78324314,US,admin_user,admin_site,1684176458,1684176459,,
AddBusiness,approve,17737,78324297,https://bize.admin.yelp.com/biz/78324297,https://admin.yelp.com/biz_edit/78324297,US,admin_user,admin_site,1684176454,1684176459,,
AddBusiness,approve,17737,78324303,https://bize.admin.yelp.com/biz/78324303,https://admin.yelp.com/biz_edit/78324303,US,admin_user,admin_site,1684176455,1684176459,,
AddBusiness,approve,17737,78324294,https://bize.admin.yelp.com/biz/78324294,https://admin.yelp.com/biz_edit/78324294,US,admin_user,admin_site,1684176453,1684176458,,
AddBusiness,approve,17737,78324313,https://bize.admin.yelp.com/biz/78324313,https://admin.yelp.com/biz_edit/78324313,US,admin_user,admin_site,1684176457,1684176458,,
AddBusiness,approve,17737,78324310,https://bize.admin.yelp.com/biz/78324310,https://admin.yelp.com/biz_edit/78324310,US,admin_user,admin_site,1684176456,1684176458,,
AddBusiness,approve,17737,78324295,https://bize.admin.yelp.com/biz/78324295,https://admin.yelp.com/biz_edit/78324295,US,admin_user,admin_site,1684176454,1684176458,,
AddBusiness,approve,17737,78324312,https://bize.admin.yelp.com/biz/78324312,https://admin.yelp.com/biz_edit/78324312,US,admin_user,admin_site,1684176457,1684176458,,
AddBusiness,approve,17737,78324296,https://bize.admin.yelp.com/biz/78324296,https://admin.yelp.com/biz_edit/78324296,US,admin_user,admin_site,1684176454,1684176458,,
AddBusiness,approve,17737,78324290,https://bize.admin.yelp.com/biz/78324290,https://admin.yelp.com/biz_edit/78324290,US,admin_user,admin_site,1684176453,1684176457,,
AddBusiness,approve,17737,78324292,https://bize.admin.yelp.com/biz/78324292,https://admin.yelp.com/biz_edit/78324292,US,admin_user,admin_site,1684176453,1684176457,,
AddBusiness,approve,17737,78324307,https://bize.admin.yelp.com/biz/78324307,https://admin.yelp.com/biz_edit/78324307,US,admin_user,admin_site,1684176456,1684176457,,
AddBusiness,approve,17737,78324308,https://bize.admin.yelp.com/biz/78324308,https://admin.yelp.com/biz_edit/78324308,US,admin_user,admin_site,1684176456,1684176458,,
AddBusiness,approve,17737,78324306,https://bize.admin.yelp.com/biz/78324306,https://admin.yelp.com/biz_edit/78324306,US,admin_user,admin_site,1684176455,1684176456,,
AddBusiness,approve,17737,78324304,https://bize.admin.yelp.com/biz/78324304,https://admin.yelp.com/biz_edit/78324304,US,admin_user,admin_site,1684176455,1684176456,,
AddBusiness,approve,17737,78324305,https://bize.admin.yelp.com/biz/78324305,https://admin.yelp.com/biz_edit/78324305,US,admin_user,admin_site,1684176455,1684176457,,
AddBusiness,approve,17737,78324299,https://bize.admin.yelp.com/biz/78324299,https://admin.yelp.com/biz_edit/78324299,US,admin_user,admin_site,1684176454,1684176456,,
AddBusiness,approve,17737,78324284,https://bize.admin.yelp.com/biz/78324284,https://admin.yelp.com/biz_edit/78324284,US,admin_user,admin_site,1684176451,1684176456,,
AddBusiness,approve,17737,78324298,https://bize.admin.yelp.com/biz/78324298,https://admin.yelp.com/biz_edit/78324298,US,admin_user,admin_site,1684176454,1684176455,,
AddBusiness,approve,17737,78324280,https://bize.admin.yelp.com/biz/78324280,https://admin.yelp.com/biz_edit/78324280,US,admin_user,admin_site,1684176451,1684176455,,
AddBusiness,approve,17946,78324300,https://bize.admin.yelp.com/biz/78324300,https://admin.yelp.com/biz_edit/78324300,US,admin_user,admin_site,1684176454,1684176456,,
AddBusiness,approve,17737,78324282,https://bize.admin.yelp.com/biz/78324282,https://admin.yelp.com/biz_edit/78324282,US,admin_user,admin_site,1684176451,1684176455,,
AddBusiness,approve,17737,78324283,https://bize.admin.yelp.com/biz/78324283,https://admin.yelp.com/biz_edit/78324283,US,admin_user,admin_site,1684176451,1684176455,,
AddBusiness,approve,17737,78324323,https://bize.admin.yelp.com/biz/78324323,https://admin.yelp.com/biz_edit/78324323,US,admin_user,admin_site,1684176463,1684176465,,
AddBusiness,approve,17737,78324319,https://bize.admin.yelp.com/biz/78324319,https://admin.yelp.com/biz_edit/78324319,US,admin_user,admin_site,1684176459,1684176463,,
AddBusiness,approve,17737,78324322,https://bize.admin.yelp.com/biz/78324322,https://admin.yelp.com/biz_edit/78324322,US,admin_user,admin_site,1684176462,1684176463,,
AddBusiness,approve,17737,78324315,https://bize.admin.yelp.com/biz/78324315,https://admin.yelp.com/biz_edit/78324315,US,admin_user,admin_site,1684176458,1684176462,,
AddBusiness,approve,17737,78324321,https://bize.admin.yelp.com/biz/78324321,https://admin.yelp.com/biz_edit/78324321,US,admin_user,admin_site,1684176461,1684176462,,
AddBusiness,approve,17737,78324316,https://bize.admin.yelp.com/biz/78324316,https://admin.yelp.com/biz_edit/78324316,US,admin_user,admin_site,1684176458,1684176462,,
AddBusiness,approve,17737,78324317,https://bize.admin.yelp.com/biz/78324317,https://admin.yelp.com/biz_edit/78324317,US,admin_user,admin_site,1684176458,1684176462,,
AddBusiness,approve,17737,78324311,https://bize.admin.yelp.com/biz/78324311,https://admin.yelp.com/biz_edit/78324311,US,admin_user,admin_site,1684176457,1684176461,,
AddBusiness,approve,17737,78324320,https://bize.admin.yelp.com/biz/78324320,https://admin.yelp.com/biz_edit/78324320,US,admin_user,admin_site,1684176459,1684176461,,
AddBusiness,approve,17737,78324318,https://bize.admin.yelp.com/biz/78324318,https://admin.yelp.com/biz_edit/78324318,US,admin_user,admin_site,1684176459,1684176460,,
AddBusiness,approve,1515,78323914,https://bize.admin.yelp.com/biz/78323914,https://admin.yelp.com/biz_edit/78323914,US,admin_user,admin_site,1684174570,1684174575,,
AddBusiness,approve,1515,78323913,https://bize.admin.yelp.com/biz/78323913,https://admin.yelp.com/biz_edit/78323913,US,admin_user,admin_site,1684174570,1684174575,,
AddBusiness,approve,3428,78323801,https://bize.admin.yelp.com/biz/78323801,https://admin.yelp.com/biz_edit/78323801,US,admin_user,admin_site,1684173210,1684173214,,
AddBusiness,approve,3428,78323800,https://bize.admin.yelp.com/biz/78323800,https://admin.yelp.com/biz_edit/78323800,US,admin_user,admin_site,1684173210,1684173215,,
AddBusiness,approve,3428,78323797,https://bize.admin.yelp.com/biz/78323797,https://admin.yelp.com/biz_edit/78323797,US,admin_user,admin_site,1684173208,1684173213,,
AddBusiness,approve,3428,78323796,https://bize.admin.yelp.com/biz/78323796,https://admin.yelp.com/biz_edit/78323796,US,admin_user,admin_site,1684173208,1684173213,,
AddBusiness,approve,3428,78323803,https://bize.admin.yelp.com/biz/78323803,https://admin.yelp.com/biz_edit/78323803,US,admin_user,admin_site,1684173211,1684173212,,
AddBusiness,approve,3428,78323802,https://bize.admin.yelp.com/biz/78323802,https://admin.yelp.com/biz_edit/78323802,US,admin_user,admin_site,1684173210,1684173212,,
AddBusiness,approve,3428,78323799,https://bize.admin.yelp.com/biz/78323799,https://admin.yelp.com/biz_edit/78323799,US,admin_user,admin_site,1684173210,1684173211,,
AddBusiness,approve,3428,78323798,https://bize.admin.yelp.com/biz/78323798,https://admin.yelp.com/biz_edit/78323798,US,admin_user,admin_site,1684173209,1684173210,,
AddBusiness,approve,3428,78323807,https://bize.admin.yelp.com/biz/78323807,https://admin.yelp.com/biz_edit/78323807,US,admin_user,admin_site,1684173219,1684173223,,
AddBusiness,approve,3428,78323817,https://bize.admin.yelp.com/biz/78323817,https://admin.yelp.com/biz_edit/78323817,US,admin_user,admin_site,1684173222,1684173223,,
AddBusiness,approve,3428,78323815,https://bize.admin.yelp.com/biz/78323815,https://admin.yelp.com/biz_edit/78323815,US,admin_user,admin_site,1684173221,1684173222,,
AddBusiness,approve,3428,78323813,https://bize.admin.yelp.com/biz/78323813,https://admin.yelp.com/biz_edit/78323813,US,admin_user,admin_site,1684173220,1684173221,,
AddBusiness,approve,3428,78323814,https://bize.admin.yelp.com/biz/78323814,https://admin.yelp.com/biz_edit/78323814,US,admin_user,admin_site,1684173220,1684173222,,
AddBusiness,approve,3428,78323812,https://bize.admin.yelp.com/biz/78323812,https://admin.yelp.com/biz_edit/78323812,US,admin_user,admin_site,1684173220,1684173221,,
AddBusiness,approve,3428,78323811,https://bize.admin.yelp.com/biz/78323811,https://admin.yelp.com/biz_edit/78323811,US,admin_user,admin_site,1684173220,1684173221,,
AddBusiness,approve,3428,78323810,https://bize.admin.yelp.com/biz/78323810,https://admin.yelp.com/biz_edit/78323810,US,admin_user,admin_site,1684173220,1684173221,,
AddBusiness,approve,3428,78323809,https://bize.admin.yelp.com/biz/78323809,https://admin.yelp.com/biz_edit/78323809,US,admin_user,admin_site,1684173220,1684173221,,
AddBusiness,approve,3428,78323805,https://bize.admin.yelp.com/biz/78323805,https://admin.yelp.com/biz_edit/78323805,US,admin_user,admin_site,1684173212,1684173216,,
AddBusiness,approve,3428,78323816,https://bize.admin.yelp.com/biz/78323816,https://admin.yelp.com/biz_edit/78323816,US,admin_user,admin_site,1684173222,1684173224,,
AddBusiness,approve,3428,78323808,https://bize.admin.yelp.com/biz/78323808,https://admin.yelp.com/biz_edit/78323808,US,admin_user,admin_site,1684173219,1684173224,,
AddBusiness,approve,3428,78323818,https://bize.admin.yelp.com/biz/78323818,https://admin.yelp.com/biz_edit/78323818,US,admin_user,admin_site,1684173222,1684173224,,
AddBusiness,approve,19599,78323095,https://bize.admin.yelp.com/biz/78323095,https://admin.yelp.com/biz_edit/78323095,US,admin_user,admin_site,1684164287,1684164289,,
AddBusiness,approve,3799,78323574,https://bize.admin.yelp.com/biz/78323574,https://admin.yelp.com/biz_edit/78323574,US,admin_user,admin_site,1684170508,1684170512,,
AddBusiness,approve,17737,78324063,https://bize.admin.yelp.com/biz/78324063,https://admin.yelp.com/biz_edit/78324063,US,admin_user,admin_site,1684176406,1684176407,,
AddBusiness,approve,17737,78324042,https://bize.admin.yelp.com/biz/78324042,https://admin.yelp.com/biz_edit/78324042,US,admin_user,admin_site,1684176402,1684176406,,
AddBusiness,approve,17737,78324059,https://bize.admin.yelp.com/biz/78324059,https://admin.yelp.com/biz_edit/78324059,US,admin_user,admin_site,1684176405,1684176407,,
AddBusiness,approve,17737,78324055,https://bize.admin.yelp.com/biz/78324055,https://admin.yelp.com/biz_edit/78324055,US,admin_user,admin_site,1684176405,1684176407,,
AddBusiness,approve,17737,78324057,https://bize.admin.yelp.com/biz/78324057,https://admin.yelp.com/biz_edit/78324057,US,admin_user,admin_site,1684176405,1684176406,,
AddBusiness,approve,17737,78324058,https://bize.admin.yelp.com/biz/78324058,https://admin.yelp.com/biz_edit/78324058,US,admin_user,admin_site,1684176405,1684176406,,
AddBusiness,approve,17737,78324053,https://bize.admin.yelp.com/biz/78324053,https://admin.yelp.com/biz_edit/78324053,US,admin_user,admin_site,1684176405,1684176406,,
AddBusiness,approve,17737,78324047,https://bize.admin.yelp.com/biz/78324047,https://admin.yelp.com/biz_edit/78324047,US,admin_user,admin_site,1684176404,1684176405,,
AddBusiness,approve,17737,78324051,https://bize.admin.yelp.com/biz/78324051,https://admin.yelp.com/biz_edit/78324051,US,admin_user,admin_site,1684176405,1684176406,,
AddBusiness,approve,17737,78324049,https://bize.admin.yelp.com/biz/78324049,https://admin.yelp.com/biz_edit/78324049,US,admin_user,admin_site,1684176404,1684176406,,
AddBusiness,approve,17737,78324040,https://bize.admin.yelp.com/biz/78324040,https://admin.yelp.com/biz_edit/78324040,US,admin_user,admin_site,1684176401,1684176405,,
AddBusiness,approve,17737,78324045,https://bize.admin.yelp.com/biz/78324045,https://admin.yelp.com/biz_edit/78324045,US,admin_user,admin_site,1684176403,1684176405,,
AddBusiness,approve,17737,78324043,https://bize.admin.yelp.com/biz/78324043,https://admin.yelp.com/biz_edit/78324043,US,admin_user,admin_site,1684176402,1684176403,,
AddBusiness,approve,17737,78324044,https://bize.admin.yelp.com/biz/78324044,https://admin.yelp.com/biz_edit/78324044,US,admin_user,admin_site,1684176402,1684176404,,
AddBusiness,approve,17737,78324041,https://bize.admin.yelp.com/biz/78324041,https://admin.yelp.com/biz_edit/78324041,US,admin_user,admin_site,1684176401,1684176402,,
AddBusiness,approve,17737,78324143,https://bize.admin.yelp.com/biz/78324143,https://admin.yelp.com/biz_edit/78324143,US,admin_user,admin_site,1684176423,1684176424,,
AddBusiness,approve,17737,78324140,https://bize.admin.yelp.com/biz/78324140,https://admin.yelp.com/biz_edit/78324140,US,admin_user,admin_site,1684176423,1684176425,,
AddBusiness,approve,17737,78324142,https://bize.admin.yelp.com/biz/78324142,https://admin.yelp.com/biz_edit/78324142,US,admin_user,admin_site,1684176423,1684176424,,
AddBusiness,approve,17737,78324130,https://bize.admin.yelp.com/biz/78324130,https://admin.yelp.com/biz_edit/78324130,US,admin_user,admin_site,1684176421,1684176425,,
