attribute,action_taken,moderator_id,business_id,BizE_link,Admin_link,biz_country,source_type,source_via,time_created,time_acted,time_created_readable,time_acted_readable
AddBusiness,approve,21015,78279176,https://bize.admin.yelp.com/biz/78279176,https://admin.yelp.com/biz_edit/78279176,US,user,main_site,1683225983,1683226397,,
AddBusiness,approve,21806,78278731,https://bize.admin.yelp.com/biz/78278731,https://admin.yelp.com/biz_edit/78278731,US,logged_out_user,biz_site,1683220441,1683225300,,
AddBusiness,approve,7633,78278205,https://bize.admin.yelp.com/biz/78278205,https://admin.yelp.com/biz_edit/78278205,US,logged_out_user,biz_site,1683214227,1683214752,,
AddBusiness,approve,21806,78277988,https://bize.admin.yelp.com/biz/78277988,https://admin.yelp.com/biz_edit/78277988,US,logged_out_user,biz_site,1683211581,1683214594,,
AddBusiness,approve,19897,78279013,https://bize.admin.yelp.com/biz/78279013,https://admin.yelp.com/biz_edit/78279013,US,user,main_site,1683224181,1683224658,,
AddBusiness,approve,22054,78278241,https://bize.admin.yelp.com/biz/78278241,https://admin.yelp.com/biz_edit/78278241,US,user,main_site,1683214726,1683223134,,
AddBusiness,approve,15152,78278294,https://bize.admin.yelp.com/biz/78278294,https://admin.yelp.com/biz_edit/78278294,US,user,main_site,1683215314,1683215351,,
AddBusiness,approve,7896,78278287,https://bize.admin.yelp.com/biz/78278287,https://admin.yelp.com/biz_edit/78278287,US,user,main_site,1683215272,1683215298,,
AddBusiness,approve,9077,78278222,https://bize.admin.yelp.com/biz/78278222,https://admin.yelp.com/biz_edit/78278222,US,user,main_site,1683214489,1683214960,,
AddBusiness,approve,21808,78278987,https://bize.admin.yelp.com/biz/78278987,https://admin.yelp.com/biz_edit/78278987,US,logged_out_user,biz_site,1683223869,1683224449,,
AddBusiness,approve,22054,78276151,https://bize.admin.yelp.com/biz/78276151,https://admin.yelp.com/biz_edit/78276151,US,user,main_site,1683165359,1683221503,,
AddBusiness,approve,22054,78276138,https://bize.admin.yelp.com/biz/78276138,https://admin.yelp.com/biz_edit/78276138,US,user,main_site,1683165177,1683221500,,
AddBusiness,approve,21063,78278976,https://bize.admin.yelp.com/biz/78278976,https://admin.yelp.com/biz_edit/78278976,US,user,main_site,1683223637,1683224271,,
AddBusiness,approve,9077,78278550,https://bize.admin.yelp.com/biz/78278550,https://admin.yelp.com/biz_edit/78278550,US,user,main_site,1683218361,1683223592,,
AddBusiness,approve,21806,78278258,https://bize.admin.yelp.com/biz/78278258,https://admin.yelp.com/biz_edit/78278258,US,user,main_site,1683214929,1683216262,,
AddBusiness,approve,2260,78278752,https://bize.admin.yelp.com/biz/78278752,https://admin.yelp.com/biz_edit/78278752,US,user,main_site,1683220687,1683220770,,
AddBusiness,approve,19897,78278797,https://bize.admin.yelp.com/biz/78278797,https://admin.yelp.com/biz_edit/78278797,US,user,main_site,1683221363,1683222271,,
AddBusiness,approve,21807,78277885,https://bize.admin.yelp.com/biz/78277885,https://admin.yelp.com/biz_edit/78277885,US,logged_out_user,biz_site,1683209802,1683212445,,
