attribute,action_taken,moderator_id,business_id,BizE_link,Admin_link,biz_country,source_type,source_via,time_created,time_acted,time_created_readable,time_acted_readable
AddBusiness,approve,15821,78269378,https://bize.admin.yelp.com/biz/78269378,https://admin.yelp.com/biz_edit/78269378,US,user,main_site,1683057583,1683129067,,
AddBusiness,approve,7633,78273663,https://bize.admin.yelp.com/biz/78273663,https://admin.yelp.com/biz_edit/78273663,US,user,main_site,1683131592,1683132671,,
AddBusiness,approve,15821,78274005,https://bize.admin.yelp.com/biz/78274005,https://admin.yelp.com/biz_edit/78274005,US,logged_out_user,biz_site,1683135816,1683137227,,
AddBusiness,approve,21006,78273673,https://bize.admin.yelp.com/biz/78273673,https://admin.yelp.com/biz_edit/78273673,US,user,api,1683131745,1683132188,,
AddBusiness,approve,21006,78273544,https://bize.admin.yelp.com/biz/78273544,https://admin.yelp.com/biz_edit/78273544,US,logged_out_user,biz_site,1683131099,1683132592,,
AddBusiness,approve,22054,78274070,https://bize.admin.yelp.com/biz/78274070,https://admin.yelp.com/biz_edit/78274070,US,user,main_site,1683136570,1683137275,,
AddBusiness,approve,4548,78273201,https://bize.admin.yelp.com/biz/78273201,https://admin.yelp.com/biz_edit/78273201,US,user,main_site,1683126143,1683126732,,
AddBusiness,approve,8754,78271285,https://bize.admin.yelp.com/biz/78271285,https://admin.yelp.com/biz_edit/78271285,US,logged_out_user,biz_site,1683083482,1683138619,,
AddBusiness,approve,9077,78273486,https://bize.admin.yelp.com/biz/78273486,https://admin.yelp.com/biz_edit/78273486,US,logged_out_user,biz_site,1683130219,1683134923,,
AddBusiness,approve,8754,78274000,https://bize.admin.yelp.com/biz/78274000,https://admin.yelp.com/biz_edit/78274000,US,logged_out_user,biz_site,1683135759,1683137003,,
AddBusiness,approve,15821,78272882,https://bize.admin.yelp.com/biz/78272882,https://admin.yelp.com/biz_edit/78272882,US,logged_out_user,biz_site,1683120972,1683131548,,
AddBusiness,approve,21006,78274151,https://bize.admin.yelp.com/biz/78274151,https://admin.yelp.com/biz_edit/78274151,US,logged_out_user,biz_site,1683137558,1683138299,,
AddBusiness,approve,15821,78273441,https://bize.admin.yelp.com/biz/78273441,https://admin.yelp.com/biz_edit/78273441,US,user,main_site,1683129617,1683130779,,
AddBusiness,approve,1156,78273186,https://bize.admin.yelp.com/biz/78273186,https://admin.yelp.com/biz_edit/78273186,US,user,main_site,1683125974,1683126000,,
AddBusiness,approve,9077,78272804,https://bize.admin.yelp.com/biz/78272804,https://admin.yelp.com/biz_edit/78272804,US,user,main_site,1683120014,1683127160,,
AddBusiness,approve,8754,78273292,https://bize.admin.yelp.com/biz/78273292,https://admin.yelp.com/biz_edit/78273292,US,logged_out_user,biz_site,1683127370,1683128926,,
AddBusiness,approve,15821,78273119,https://bize.admin.yelp.com/biz/78273119,https://admin.yelp.com/biz_edit/78273119,US,logged_out_user,biz_site,1683124888,1683129694,,
