attribute,action_taken,moderator_id,business_id,BizE_link,Admin_link,biz_country,source_type,source_via,time_created,time_acted,time_created_readable,time_acted_readable
AddBusiness,approve,15821,78269897,https://bize.admin.yelp.com/biz/78269897,https://admin.yelp.com/biz_edit/78269897,US,logged_out_user,biz_site,1683061868,1683064789,,
AddBusiness,approve,8754,78269169,https://bize.admin.yelp.com/biz/78269169,https://admin.yelp.com/biz_edit/78269169,US,user,api,1683055231,1683058921,,
AddBusiness,approve,15821,78268709,https://bize.admin.yelp.com/biz/78268709,https://admin.yelp.com/biz_edit/78268709,US,logged_out_user,biz_site,1683050862,1683060350,,
AddBusiness,approve,8754,78270178,https://bize.admin.yelp.com/biz/78270178,https://admin.yelp.com/biz_edit/78270178,US,logged_out_user,biz_site,1683065399,1683067000,,
AddBusiness,approve,22054,78268694,https://bize.admin.yelp.com/biz/78268694,https://admin.yelp.com/biz_edit/78268694,US,user,main_site,1683050698,1683063953,,
AddBusiness,approve,9077,78268595,https://bize.admin.yelp.com/biz/78268595,https://admin.yelp.com/biz_edit/78268595,US,logged_out_user,biz_site,1683049676,1683055325,,
AddBusiness,approve,21808,78268934,https://bize.admin.yelp.com/biz/78268934,https://admin.yelp.com/biz_edit/78268934,US,logged_out_user,biz_site,1683053324,1683058090,,
AddBusiness,approve,22059,78269271,https://bize.admin.yelp.com/biz/78269271,https://admin.yelp.com/biz_edit/78269271,US,logged_out_user,biz_site,1683056466,1683058859,,
AddBusiness,approve,17843,78270072,https://bize.admin.yelp.com/biz/78270072,https://admin.yelp.com/biz_edit/78270072,US,user,main_site,1683064211,1683064293,,
AddBusiness,approve,15821,78269428,https://bize.admin.yelp.com/biz/78269428,https://admin.yelp.com/biz_edit/78269428,US,logged_out_user,biz_site,1683058010,1683062311,,
AddBusiness,approve,15821,78269973,https://bize.admin.yelp.com/biz/78269973,https://admin.yelp.com/biz_edit/78269973,US,logged_out_user,biz_site,1683062926,1683066870,,
AddBusiness,approve,9077,78269038,https://bize.admin.yelp.com/biz/78269038,https://admin.yelp.com/biz_edit/78269038,US,logged_out_user,biz_site,1683054072,1683056776,,
AddBusiness,approve,5760,78268540,https://bize.admin.yelp.com/biz/78268540,https://admin.yelp.com/biz_edit/78268540,US,logged_out_user,biz_site,1683049087,1683056149,,
AddBusiness,approve,7633,78268967,https://bize.admin.yelp.com/biz/78268967,https://admin.yelp.com/biz_edit/78268967,US,user,main_site,1683053542,1683064887,,
